feature,f_binary,mi_binary,rf_binary,agg_stageA,f_type6,mi_type6,rf_type6,agg_stageB,selected,in_stageA,in_stageB
dp_AR,2.0452008152669565,0.027157397262049576,0.0016720187713297758,0.027885385746560583,92.18401998051174,0.09647034918683284,0.001358221239743213,0.05423887073906027,False,False,False
dp_KG,71.76601718659442,0.022407887553364647,0.0016398459780659256,0.02698735742562905,80.06552863193191,0.09752497232413182,0.0014168553462102654,0.05407251611417877,False,False,False
dp_QL,707.349403629535,0.043712008293120386,0.0019322431236151575,0.09284687115306495,128.58099096764064,0.10467820513676163,0.0009678842753579812,0.05366096850801441,False,False,False
dp_LP,1433.6499027066968,0.06646579441206746,0.004467347058864167,0.18567519656428877,58.01054577902703,0.07807996266209294,0.0018963715184816207,0.05021254486500801,True,True,False
dp_DD,30.168745490313217,0.02403863280073959,0.0015203138593288187,0.021689084320203764,67.94092872739,0.10812642658949789,0.0010653955218002727,0.04963310864032627,False,False,False
dp_IT,191.41361328006536,0.024387802068948083,0.0011408157295091515,0.025102058793957643,63.062830255671344,0.07982453833118708,0.0016771670744797377,0.049336572091148834,False,False,False
dp_DS,288.03537338782564,0.052463689613164055,0.0015562848171786204,0.08275904059255126,71.53474735525913,0.0983586322722414,0.0010163818478730634,0.049260396805586686,False,False,False
dp_VR,1.785481396728105,0.01555357242867661,0.0021761158846514456,0.02165162832567166,85.44129424017216,0.06487578529733584,0.0015840249930259012,0.049037571745060064,False,False,False
dp_KR,106.93596267288012,0.03475972532638849,0.0016711794191357928,0.0431595979448135,154.3058461174622,0.09322312433062985,0.0009462626905048532,0.04804071719025762,False,False,False
dp_IG,205.51270372480067,0.02122840265996495,0.0019418275581694993,0.04622693942599913,114.65584757464525,0.07532944720686308,0.0012070800014947966,0.04742267774895757,False,False,False
dp_FS,20.633094638097038,0.027567792087711762,0.0015653581123258814,0.026515621291068218,66.56552855464629,0.08141649121400008,0.001318413089746351,0.046645923733009804,False,False,False
dp_KD,7.478526262366271,0.02620659770300282,0.001238451805659839,0.018995479532391977,63.98468040111894,0.08390028419672646,0.0013643603003302314,0.046171448639377353,False,False,False
dp_NE,122.83110982837461,0.02120476172662933,0.0017914206300311457,0.030342654810602585,130.5538078901871,0.08372281808429216,0.0010083965087821787,0.04592407404438406,False,False,False
dp_VF,63.659221452669186,0.023656176463311196,0.0012417288422546724,0.020210300548828518,84.87250210493893,0.09475131171857143,0.0008823970977650288,0.04576268544702048,False,False,False
dp_PS,1013.0090348538772,0.06506486852580085,0.0026649989091617446,0.13465439071277296,54.8869532493063,0.09695932878526792,0.0011184682013468034,0.04561985296770711,False,False,False
dp_FL,377.7824792443145,0.028557270867894724,0.002934702161854016,0.060725727748403624,93.24009226241584,0.08077771178507742,0.001363008749141188,0.04534537038523147,False,False,False
dp_QR,16.18166639384451,0.01209185338752361,0.0014428376147862451,0.012060515518728762,162.0236810786161,0.06925924949860729,0.0012128393334901533,0.04423084806707292,False,False,False
dp_DP,5.675223235776648,0.018867351966491253,0.0016117071488478405,0.01765364980338758,117.70621499521658,0.07931822741817252,0.0010403244113284331,0.04368681936676326,False,False,False
dp_SK,216.1361055587606,0.043107297962604596,0.0014446290303467115,0.05119873190195532,81.19405488145169,0.08422121339562372,0.0010742396439837325,0.04221479569252874,False,False,False
dp_RR,328.8469374814377,0.028149148134505975,0.0018763784979040513,0.04469175581834983,156.89486168072756,0.07641633857616625,0.000999926130785953,0.04139925295689119,False,False,False
dp_RA,87.62766921735506,0.02006358213767312,0.0015251831346085308,0.021856001969585495,117.45207915649672,0.06892625689644793,0.001204146228072282,0.04101338975173055,False,False,False
dp_RV,6.711222525052465,0.019720221119639447,0.0017408851511030424,0.020223898482086205,102.87744194135347,0.07384561922226895,0.000959581024880299,0.037710929399552014,False,False,False
dp_SN,26.582366915749017,0.022559261345390436,0.001299357694042117,0.015539821849953993,137.55430407995368,0.0693504635869373,0.0009047139696475663,0.037121686337609636,False,False,False
dp_SP,1814.7288380678046,0.07312228907436769,0.010430385935694238,0.2397119519262279,62.014956797303306,0.07083165981500494,0.0012249931470695212,0.03682698380253411,True,True,False
dp_DK,253.78370977483715,0.02324475426384076,0.0012279756437477967,0.02647438587350845,32.75665000483605,0.08259487949214783,0.0011064699322528228,0.03658647403086421,False,False,False
dp_KN,129.46278302369174,0.017982650030542224,0.0011956201813752962,0.01375732309058749,115.95508782638535,0.07480368402601423,0.0008940571535114824,0.03591126726076954,False,False,False
dp_PP,754.8015408934981,0.06710045446551205,0.006268146038717959,0.13882156472262436,48.669492214451914,0.06338310932417635,0.001589675507655375,0.03558002295268653,False,False,False
dp_EN,54.74905338310926,0.03314031248312821,0.0012646027537954031,0.02751770325914546,83.46750256121928,0.08174889625017334,0.0007988755828899081,0.035028982541914,False,False,False
dp_ED,984.1293853273844,0.05844917060841204,0.005074856825189652,0.15808954292407232,42.725966939849876,0.0744857021882881,0.0009306736015250825,0.03489586575219967,True,True,False
dp_LQ,2243.052553993031,0.07140088051127202,0.010949701854872387,0.3218497745263376,109.16385919509759,0.05250389775315645,0.0009345857220663921,0.031098421326636108,True,True,False
dp_RS,384.1182298080817,0.04190399144700607,0.0014470100540729593,0.05685571794183804,57.8371166610505,0.0722307371662585,0.0008453371176992554,0.030901563741050766,False,False,False
dp_SQ,567.8644401922863,0.03467858552761771,0.00166787672853102,0.05760895926515479,89.81424725799846,0.06270466444520784,0.0005966054536802955,0.022825886432446974,False,False,False
dp_QK,135.7372187141064,0.015395166744748057,0.0011337714126649606,0.008725644597469736,91.878096614601,0.055024547615492025,0.0006488155401718046,0.02160698094127978,False,False,False
dp_QA,173.49297642397968,0.024449497955518762,0.0012604682754097274,0.020170901839483585,24.659483528806053,0.06275313553657513,0.0005937753506731849,0.019557493364899228,False,False,False
dp_RP,206.04301812611553,0.01781430945144269,0.00162999572380574,0.018617117158209143,58.09233409386111,0.0393844096039353,0.0007327956370688967,0.013365812344785103,False,False,False
dp_PR,404.1447679581769,0.017459267108360654,0.001768458906780592,0.02492395241973727,36.957665615720664,0.03570730572867875,0.0004253485665882987,0.0011779528371617621,False,False,False
